2
50 1170
72 28 542
72 31 41
72 32 697
72 35 493
72 37 2
72 38 547
72 40 97
72 43 557
72 44 50
72 47 515
72 48 274
72 49 566
72 50 752
72 52 238
72 53 210
72 54 200
72 57 638
72 59 198
72 64 870
72 65 521
72 67 635
72 68 946
72 73 297
72 75 547
72 76 331
72 82 875
72 84 1000
72 85 365
72 87 739
72 89 460
72 91 794
72 93 869
72 94 418
72 97 88
72 99 986
72 100 997
73 1 590
73 3 880
73 4 929
73 5 853
73 6 986
73 7 324
73 8 82
73 9 960
73 13 711
73 15 781
73 17 951
73 18 752
73 19 30
73 20 18
73 22 638
73 24 603
73 31 790
73 33 588
73 34 155
73 37 120
73 40 117
73 41 501
73 42 147
73 43 220
73 44 9
73 45 675
73 47 685
73 48 411
73 49 357
73 53 289
73 55 632
73 57 774
73 60 801
73 62 426
73 63 279
73 64 686
73 66 14
73 68 697
73 70 432
73 76 445
73 79 401
73 82 200
73 83 407
73 84 748
73 88 797
73 94 511
73 99 585
74 2 163
74 3 644
74 5 235
74 7 633
74 8 733
74 10 975
74 11 902
74 14 606
74 15 238
74 16 470
74 18 650
74 19 806
74 20 375
74 21 330
74 27 453
74 29 16
74 30 191
74 31 184
74 35 430
74 37 95
74 38 546
74 40 869
74 41 974
74 42 125
74 45 463
74 46 293
74 48 188
74 49 972
74 54 992
74 56 348
74 63 71
74 66 595
74 68 534
74 70 162
74 73 423
74 76 971
74 78 389
74 80 995
74 81 278
74 82 152
74 88 936
74 89 102
74 92 609
74 94 268
74 95 538
74 96 280
74 97 867
74 100 92
75 3 778
75 4 915
75 6 392
75 10 727
75 11 797
75 12 765
75 15 21
75 16 786
75 17 792
75 20 465
75 21 661
75 23 811
75 24 16
75 25 663
75 26 369
75 29 708
75 33 979
75 36 381
75 38 878
75 40 615
75 41 394
75 42 932
75 46 281
75 47 960
75 49 663
75 54 947
75 56 80
75 57 192
75 58 126
75 63 362
75 65 71
75 69 505
75 70 452
75 71 558
75 72 385
75 74 481
75 80 456
75 85 511
75 86 914
75 90 378
75 91 191
75 95 761
75 96 153
75 99 348
76 2 129
76 3 833
76 4 65
76 6 80
76 7 403
76 9 998
76 14 366
76 17 140
76 19 685
76 25 516
76 28 603
76 29 377
76 30 563
76 32 120
76 34 620
76 37 341
76 38 376
76 39 21
76 40 384
76 43 884
76 46 759
76 48 166
76 50 154
76 51 210
76 52 126
76 53 551
76 54 67
76 55 656
76 57 264
76 58 12
76 59 530
76 61 705
76 63 405
76 67 688
76 68 367
76 77 741
76 78 998
76 82 71
76 83 46
76 84 324
76 85 468
76 87 326
76 88 450
76 89 748
76 92 62
76 94 870
76 97 257
76 99 391
77 1 638
77 5 769
77 6 942
77 8 80
77 14 874
77 18 281
77 19 109
77 20 141
77 22 353
77 23 901
77 24 637
77 28 93
77 30 34
77 32 821
77 35 488
77 40 150
77 41 175
77 43 3
77 44 997
77 46 440
77 48 541
77 51 323
77 55 992
77 57 827
77 58 380
77 59 229
77 65 861
77 66 538
77 67 685
77 68 362
77 72 31
77 73 894
77 74 162
77 78 438
77 79 756
77 80 684
77 81 653
77 82 636
77 83 687
77 85 176
77 88 598
77 90 116
77 91 888
77 92 747
77 95 75
77 96 901
77 97 593
77 98 126
77 100 685
78 1 994
78 4 876
78 5 302
78 6 213
78 7 314
78 8 632
78 9 723
78 10 834
78 11 840
78 14 378
78 15 998
78 16 955
78 19 33
78 23 654
78 26 983
78 27 580
78 28 105
78 30 127
78 34 262
78 37 928
78 38 920
78 39 555
78 40 894
78 41 33
78 43 971
78 44 2
78 45 608
78 47 768
78 49 380
78 52 199
78 53 137
78 61 868
78 64 133
78 66 832
78 67 507
78 68 461
78 70 150
78 71 654
78 73 932
78 75 502
78 77 683
78 79 285
78 80 402
78 81 407
78 83 583
78 86 46
78 87 320
78 88 825
78 89 739
78 92 741
78 93 12
78 96 475
78 99 704
78 100 603
79 4 99
79 7 241
79 9 406
79 10 784
79 12 517
79 15 531
79 17 898
79 18 348
79 19 210
79 20 293
79 21 731
79 22 767
79 25 522
79 27 957
79 30 733
79 31 864
79 32 18
79 37 603
79 44 81
79 48 397
79 49 783
79 50 775
79 52 753
79 53 493
79 54 46
79 56 131
79 59 761
79 61 507
79 64 800
79 68 73
79 69 48
79 70 207
79 73 725
79 74 648
79 77 301
79 78 848
79 80 910
79 81 454
79 84 485
79 85 435
79 88 387
79 89 589
79 90 438
79 91 338
79 92 742
79 94 729
79 96 658
79 98 773
79 100 692
80 1 520
80 3 856
80 4 28
80 7 38
80 9 128
80 12 591
80 14 653
80 15 703
80 17 80
80 18 16
80 21 447
80 23 508
80 27 330
80 28 675
80 31 784
80 34 790
80 37 654
80 38 311
80 40 405
80 42 81
80 46 434
80 48 46
80 50 58
80 53 38
80 54 519
80 57 937
80 59 77
80 61 246
80 63 55
80 64 516
80 67 120
80 68 526
80 69 352
80 72 563
80 73 628
80 76 104
80 82 556
80 84 333
80 86 665
80 87 841
80 89 249
80 97 996
80 98 468
80 100 944
81 1 926
81 2 930
81 4 338
81 5 323
81 6 357
81 7 595
81 8 968
81 10 952
81 11 425
81 12 627
81 14 320
81 17 106
81 18 688
81 19 634
81 21 163
81 23 928
81 27 472
81 29 136
81 30 684
81 34 473
81 36 124
81 42 583
81 43 961
81 45 909
81 47 503
81 48 241
81 55 528
81 57 767
81 59 756
81 60 48
81 61 898
81 63 797
81 65 314
81 66 286
81 70 371
81 73 225
81 76 34
81 77 938
81 79 915
81 80 623
81 86 853
81 87 834
81 88 460
81 90 675
81 94 161
81 100 102
82 1 928
82 2 903
82 3 919
82 6 849
82 7 613
82 11 304
82 13 849
82 15 256
82 18 953
82 21 766
82 22 914
82 26 882
82 27 987
82 30 692
82 31 747
82 33 334
82 34 485
82 35 865
82 37 512
82 39 389
82 40 631
82 41 812
82 43 904
82 45 817
82 49 786
82 50 496
82 53 745
82 54 127
82 55 505
82 56 507
82 57 143
82 58 470
82 60 524
82 62 975
82 63 17
82 66 867
82 69 7
82 70 706
82 71 968
82 74 507
82 76 698
82 77 446
82 78 1000
82 83 36
82 84 979
82 85 777
82 87 254
82 88 701
82 90 349
82 92 825
82 99 398
82 100 509
83 3 782
83 5 265
83 7 565
83 8 734
83 9 755
83 10 896
83 12 732
83 13 683
83 17 240
83 18 154
83 20 474
83 21 484
83 22 250
83 24 200
83 27 326
83 30 735
83 31 640
83 32 252
83 35 2
83 38 239
83 42 652
83 45 492
83 47 1000
83 49 613
83 52 177
83 53 175
83 55 2
83 56 59
83 57 11
83 61 171
83 63 341
83 65 455
83 71 410
83 73 811
83 74 966
83 77 248
83 79 993
83 80 6
83 81 225
83 85 504
83 90 951
83 91 433
83 95 756
83 96 220
83 97 967
83 98 186
83 99 621
83 100 187
84 2 857
84 3 251
84 4 135
84 7 216
84 8 604
84 11 871
84 12 182
84 14 725
84 15 611
84 16 763
84 22 968
84 25 453
84 29 278
84 30 246
84 35 319
84 38 795
84 42 417
84 43 512
84 44 630
84 45 89
84 47 42
84 48 182
84 51 426
84 52 933
84 53 908
84 55 67
84 56 713
84 58 768
84 60 681
84 62 542
84 63 858
84 66 426
84 67 698
84 69 823
84 70 718
84 71 961
84 72 901
84 73 159
84 74 840
84 75 263
84 76 593
84 78 17
84 80 217
84 81 301
84 85 101
84 86 822
84 87 751
84 91 894
84 93 744
84 94 302
84 95 392
84 96 73
84 97 744
84 98 152
84 99 576
84 100 820
85 2 500
85 3 535
85 6 529
85 7 620
85 11 840
85 13 840
85 16 651
85 19 371
85 22 316
85 24 624
85 25 360
85 29 745
85 30 221
85 31 480
85 32 894
85 33 598
85 34 531
85 35 302
85 36 978
85 38 951
85 39 825
85 41 98
85 43 293
85 45 616
85 46 880
85 48 754
85 49 689
85 52 786
85 57 941
85 60 287
85 62 951
85 63 203
85 64 974
85 66 848
85 68 568
85 70 831
85 71 556
85 72 353
85 73 43
85 74 225
85 76 483
85 77 405
85 78 3
85 87 143
85 94 140
86 1 547
86 3 652
86 6 493
86 7 188
86 10 623
86 11 577
86 12 244
86 14 107
86 15 383
86 18 407
86 22 136
86 27 315
86 32 158
86 33 753
86 35 919
86 37 441
86 41 682
86 42 504
86 45 16
86 46 842
86 49 206
86 50 405
86 52 549
86 53 582
86 55 419
86 56 703
86 59 341
86 60 656
86 61 853
86 63 445
86 64 624
86 65 863
86 67 267
86 68 816
86 69 389
86 70 123
86 71 102
86 72 983
86 74 480
86 75 716
86 76 384
86 79 245
86 80 255
86 81 793
86 84 937
86 85 712
86 87 14
86 92 558
86 93 969
86 94 963
86 95 841
86 96 225
86 97 593
86 99 421
87 2 524
87 3 509
87 5 300
87 6 68
87 7 854
87 8 462
87 13 300
87 14 9
87 15 566
87 16 318
87 18 994
87 19 244
87 21 572
87 23 215
87 24 67
87 29 341
87 31 141
87 32 71
87 34 541
87 36 958
87 38 319
87 39 108
87 40 124
87 45 329
87 46 210
87 48 273
87 49 931
87 50 897
87 52 792
87 53 1
87 54 218
87 55 36
87 60 611
87 61 589
87 62 790
87 64 797
87 66 693
87 68 970
87 71 428
87 72 345
87 73 96
87 74 637
87 75 608
87 77 501
87 85 843
87 88 630
87 89 210
87 90 43
87 91 862
87 93 609
87 95 399
87 96 29
87 98 138
88 1 508
88 2 212
88 5 699
88 6 391
88 7 2
88 9 891
88 10 426
88 13 512
88 14 519
88 15 167
88 16 212
88 18 504
88 20 196
88 21 902
88 22 144
88 23 438
88 28 12
88 29 598
88 31 203
88 36 392
88 38 504
88 39 490
88 42 380
88 43 271
88 46 402
88 47 795
88 51 920
88 53 51
88 54 203
88 56 724
88 57 205
88 59 747
88 62 591
88 63 937
88 64 912
88 65 520
88 71 229
88 72 920
88 73 973
88 80 36
88 81 610
88 84 413
88 85 478
88 90 461
88 93 33
88 95 11
88 96 736
88 100 231
89 1 193
89 3 452
89 5 273
89 7 79
89 8 83
89 9 953
89 10 646
89 12 628
89 13 827
89 15 283
89 18 689
89 22 791
89 24 46
89 25 152
89 27 352
89 28 706
89 37 501
89 40 121
89 43 573
89 44 2
89 45 31
89 49 1
89 52 901
89 53 247
89 57 547
89 58 100
89 60 852
89 62 463
89 68 240
89 70 237
89 71 789
89 73 412
89 74 104
89 75 383
89 77 491
89 78 266
89 81 790
89 82 732
89 84 813
89 86 750
89 87 709
89 88 318
89 90 470
89 92 515
89 94 785
89 95 499
89 96 110
89 97 499
89 100 495
90 1 805
90 2 20
90 4 656
90 6 680
90 8 707
90 13 510
90 14 571
90 15 680
90 18 168
90 20 850
90 22 704
90 23 191
90 26 258
90 29 597
90 30 760
90 36 343
90 40 659
90 42 531
90 44 774
90 45 214
90 46 881
90 50 750
90 51 777
90 52 665
90 55 284
90 56 132
90 58 853
90 59 20
90 62 77
90 63 337
90 64 475
90 65 425
90 67 956
90 70 248
90 72 899
90 74 361
90 76 743
90 77 658
90 79 990
90 81 827
90 82 939
90 84 978
90 88 533
90 99 9
90 100 89
91 3 885
91 4 497
91 7 173
91 9 247
91 12 368
91 14 491
91 15 876
91 17 145
91 18 970
91 21 530
91 22 5
91 23 613
91 25 407
91 26 949
91 28 520
91 31 207
91 32 947
91 34 421
91 36 855
91 40 73
91 41 833
91 42 857
91 44 28
91 46 650
91 47 947
91 49 503
91 50 376
91 52 524
91 58 11
91 59 116
91 60 1
91 62 488
91 63 816
91 64 637
91 69 33
91 70 539
91 72 205
91 73 22
91 75 847
91 76 343
91 78 383
91 79 996
91 82 110
91 83 478
91 84 271
91 86 817
91 92 88
91 93 331
91 94 480
91 96 408
91 97 685
91 98 589
92 2 673
92 6 214
92 11 795
92 13 737
92 18 620
92 20 650
92 22 167
92 24 987
92 25 620
92 28 52
92 29 816
92 30 509
92 31 644
92 33 201
92 34 867
92 37 15
92 40 467
92 41 377
92 44 559
92 45 573
92 47 793
92 49 173
92 50 109
92 51 595
92 53 715
92 56 671
92 60 608
92 64 757
92 66 416
92 68 794
92 69 311
92 70 773
92 71 774
92 72 249
92 73 932
92 76 401
92 80 842
92 81 527
92 82 668
92 84 14
92 85 22
92 86 314
92 87 952
92 90 576
92 94 773
92 95 646
92 96 910
92 99 878
92 100 535
93 1 919
93 2 844
93 4 132
93 9 759
93 10 156
93 18 733
93 19 537
93 20 767
93 22 243
93 23 293
93 25 766
93 27 385
93 28 193
93 29 607
93 32 466
93 35 118
93 36 190
93 38 562
93 40 534
93 44 21
93 45 945
93 46 980
93 47 299
93 49 101
93 50 10
93 54 439
93 56 395
93 57 265
93 58 697
93 59 919
93 61 633
93 62 890
93 63 60
93 66 48
93 67 20
93 73 554
93 77 426
93 80 439
93 85 407
93 86 862
93 87 307
93 89 665
93 90 527
93 91 284
93 95 512
93 96 935
93 99 696
93 100 170
94 2 595
94 5 471
94 8 573
94 9 755
94 10 321
94 11 838
94 12 262
94 13 257
94 16 335
94 19 226
94 21 261
94 22 861
94 24 749
94 25 346
94 26 387
94 30 196
94 35 120
94 36 376
94 38 8
94 40 101
94 41 458
94 43 443
94 45 78
94 46 537
94 49 14
94 52 336
94 54 489
94 55 863
94 57 46
94 58 789
94 60 123
94 65 856
94 69 326
94 70 699
94 71 235
94 75 6
94 76 502
94 77 180
94 79 85
94 84 330
94 86 793
94 87 710
94 88 764
94 89 418
94 92 889
94 93 964
94 95 377
94 98 735
94 99 446
94 100 220
95 1 765
95 2 875
95 6 431
95 7 536
95 8 920
95 9 2
95 10 58
95 16 248
95 20 820
95 21 7
95 22 160
95 24 887
95 25 729
95 31 865
95 32 968
95 33 857
95 34 295
95 35 18
95 37 112
95 38 312
95 39 698
95 40 788
95 42 869
95 43 713
95 45 178
95 46 294
95 49 352
95 53 333
95 55 578
95 58 936
95 62 745
95 65 131
95 66 511
95 70 468
95 75 198
95 77 215
95 81 300
95 83 876
95 85 346
95 88 568
95 90 326
95 92 643
95 93 679
95 96 417
95 97 633
95 98 612
95 99 816
95 100 26
96 4 560
96 7 765
96 8 765
96 9 376
96 12 80
96 13 883
96 15 149
96 16 137
96 19 495
96 20 333
96 21 212
96 22 380
96 23 191
96 24 202
96 25 378
96 27 697
96 29 289
96 30 603
96 31 317
96 32 834
96 34 550
96 37 745
96 41 306
96 43 468
96 45 596
96 49 434
96 50 710
96 52 610
96 53 571
96 55 600
96 56 126
96 57 64
96 58 729
96 62 277
96 63 978
96 64 117
96 65 758
96 71 917
96 72 288
96 73 196
96 74 31
96 78 606
96 79 335
96 83 929
96 89 856
96 91 909
96 93 85
96 98 89
97 3 797
97 4 865
97 5 691
97 7 727
97 8 902
97 9 283
97 10 856
97 11 410
97 13 49
97 14 191
97 15 656
97 16 988
97 17 645
97 18 451
97 20 914
97 21 19
97 26 282
97 28 65
97 29 216
97 32 364
97 35 911
97 36 628
97 38 226
97 41 712
97 46 292
97 47 245
97 50 857
97 51 615
97 52 376
97 55 831
97 57 668
97 60 387
97 65 633
97 67 273
97 68 289
97 71 217
97 76 468
97 78 85
97 81 735
97 82 732
97 83 18
97 84 724
97 85 393
97 86 64
97 88 323
97 90 420
97 91 228
97 92 336
97 99 767
97 100 950
98 1 902
98 3 62
98 4 708
98 5 292
98 9 339
98 11 638
98 12 910
98 15 970
98 16 250
98 17 517
98 18 386
98 19 584
98 21 871
98 25 120
98 27 632
98 28 73
98 31 391
98 33 929
98 35 616
98 38 185
98 40 595
98 43 855
98 44 960
98 45 402
98 46 559
98 48 271
98 53 889
98 54 297
98 55 264
98 58 484
98 63 882
98 64 544
98 70 200
98 71 720
98 73 182
98 74 826
98 75 636
98 80 857
98 85 295
98 86 650
98 89 6
98 92 908
98 93 174
98 94 965
98 95 318
98 96 665
98 99 674
98 100 237
99 1 335
99 2 668
99 4 644
99 8 237
99 10 291
99 17 261
99 18 944
99 19 780
99 20 666
99 24 272
99 25 990
99 27 568
99 28 693
99 29 210
99 30 370
99 35 788
99 36 76
99 38 259
99 40 451
99 41 157
99 42 158
99 43 718
99 46 668
99 49 59
99 51 511
99 55 184
99 59 652
99 61 999
99 62 774
99 64 616
99 67 956
99 68 848
99 69 187
99 73 129
99 75 707
99 76 633
99 77 863
99 78 846
99 79 293
99 81 300
99 82 268
99 83 305
99 86 345
99 88 742
99 89 863
99 91 888
99 100 700
100 1 942
100 2 181
100 3 716
100 5 807
100 9 310
100 19 656
100 20 275
100 21 140
100 26 549
100 27 573
100 30 845
100 31 15
100 36 469
100 42 883
100 44 55
100 47 414
100 50 266
100 51 750
100 52 325
100 53 263
100 54 149
100 55 260
100 56 46
100 57 879
100 61 181
100 63 350
100 64 193
100 65 254
100 68 329
100 69 623
100 75 894
100 80 953
100 82 285
100 85 354
100 86 380
100 88 261
100 90 992
100 91 691
100 93 859
100 96 747
100 97 610
100 98 153
